,Cp,Ct,Ce,Rate
701,1.267659271394126,2,3.1912323664802718,0.0
702,1.2585997070535624,2,3.1766132109576173,0.0
703,1.249649687017859,2,3.162036308327946,0.0
704,1.2408078163928569,2,3.147502170005989,0.0
705,1.2320727181209705,2,3.133011292918529,0.0
706,1.2234430327530355,2,3.1185641597500675,0.0
707,1.214917418223074,2,3.10416123918489,0.0
708,1.2064945496259432,2,3.08980298614558,0.0
709,1.1981731189978255,2,3.0754898420280306,0.0
710,1.1899518350995273,2,3.061222234933001,0.0
711,1.1818294232025517,2,3.047000579894266,0.0
712,1.1738046248779046,2,3.032825279103409,0.0
713,1.1658761977876042,2,3.018696722131295,0.0
714,1.1580429154788574,2,3.0046152861462834,0.0
715,1.1503035671808686,2,2.990581336129211,0.0
716,1.1426569576042471,2,2.9765952250852035,0.0
717,1.1351019067429822,2,2.962657294252348,0.0
718,1.1276372496789486,2,2.9487678733072773,0.0
719,1.1202618363889154,2,2.934927280567702,0.0
720,1.1129745315540214,2,2.921135823191943,0.0
721,1.105774214371689,2,2.907393797375495,0.0
722,1.098659778369944,2,2.8937014885446657,0.0
723,1.0916301312241092,2,2.880059171547338,0.0
724,1.0846841945758434,2,2.8664671108408815,0.0
725,1.077820903854498,2,2.8529255606772668,0.0
726,1.0710392081007523,2,2.839434765285414,0.0
727,1.0643380697925118,2,2.82599495905081,0.0
728,1.0577164646730288,2,2.812606366692447,0.0
729,1.051173381581224,2,2.799269203437099,0.0
730,1.0447078222841777,2,2.785983675190994,0.0
731,1.0383188013117628,2,2.772749978708902,0.0
732,1.0320053457933955,2,2.7595683017606834,0.0
733,1.0257664952968724,2,2.746438823295332,0.0
734,1.0196013016692689,2,2.733361713602543,0.0
735,1.0135088288798741,2,2.7203371344718503,0.0
736,1.0074881528651338,2,2.707365239349351,0.0
737,1.0015383613755775,2,2.6944461734920706,0.0
738,0.9956585538247023,2,2.681580074119985,0.0
739,0.9898478411397924,2,2.6687670705657407,0.0
740,0.9841053456146441,2,2.6560072844221034,0.0
741,0.9784302007641752,2,2.6433008296871665,0.0
742,0.9728215511808957,2,2.630647812907352,0.0
743,0.9672785523932137,2,2.6180483333182303,0.0
744,0.9618003707255524,2,2.6055024829832,0.0
745,0.9563861831602588,2,2.593010346930042,0.0
746,0.9510351772012766,2,2.5805720032853916,0.0
747,0.9457465507395653,2,2.568187523407152,0.0
748,0.9405195119202374,2,2.5558569720148783,0.0
749,0.9353532790113998,2,2.543580407318159,0.0
750,0.930247080274668,2,2.5313578811430277,0.0
751,0.9252001538373406,2,2.519189439056428,0.0
752,0.9202117475662057,2,2.5070751204887625,0.0
753,0.9152811189429649,2,2.495014958854551,0.0
754,0.9104075349412472,2,2.4830089816712233,0.0
755,0.905590271905199,2,2.4710572106760753,0.0
756,0.9008286154296259,2,2.459159661941417,0.0
757,0.8961218602416668,2,2.447316345987927,0.0
758,0.891469310083984,2,2.4355272678962554,0.0
759,0.8868702775994449,2,2.423792427416882,0.0
760,0.8823240842172805,0,2.4121118190782695,0.0
761,0.8778300600406993,0,2.4004854322933262,0.0
762,0.8733875437359392,0,2.388913251464206,0.0
763,0.868995882422738,0,2.377395256085471,0.0
764,0.8646544315662064,0,2.365931420845634,0.0
765,0.8603625548700818,0,2.35452171572711,0.0
766,0.8561196241713501,0,2.3431661061045967,0.0
767,0.8519250193362132,0,2.3318645528419037,0.0
768,0.8477781281573893,0,2.3206170123872605,0.0
769,0.8436783462527245,0,2.309423436867114,0.0
770,0.8396250769651039,0,2.298283774178444,0.0
771,0.8356177312636414,0,2.287197968079622,0.0
772,0.8316557276461333,0,2.2761659582798206,0.0
773,0.8277384920427608,0,2.2651876805270046,0.0
774,0.8238654577210235,0,2.254263066694524,0.0
775,0.8200360651918888,0,2.2433920448663254,0.0
776,0.8162497621171426,0,2.2325745394207996,0.0
777,0.8125060032179244,0,2.221810471113292,0.0
778,0.8088042501844326,0,2.2110997571572866,0.0
779,0.8051439715867846,0,2.200442311304293,0.0
780,0.8015246427870178,0,2.18983804392244,0.0
781,0.7979457458522161,0,2.179286862073811,0.0
782,0.7944067694687461,0,2.1687886695905263,0.0
783,0.7909072088575932,0,2.1583433671496004,0.0
784,0.787446565690778,0,2.147950852346581,0.0
785,0.7840243480088431,0,2.1376110197679967,0.0
786,0.7806400701393961,0,2.127323761062627,0.0
787,0.7772932526166925,0,2.1170889650116105,0.0
788,0.7739834221022492,0,2.106906517597409,0.0
789,0.7707101113064727,0,2.0967763020716457,0.0
790,0.7674728589112895,0,2.0866981990218303,0.0
791,0.7642712094937668,0,2.07667208643699,0.0
792,0.7611047134507098,0,2.0666978397722215,0.0
793,0.7579729269242241,0,2.056775332012178,0.0
794,0.7548754117282288,0,2.0469044337335096,0.0
795,0.7518117352759115,0,2.037085013166269,0.0
796,0.7487814705081104,0,2.0273169362543024,0.0
797,0.7457841958226119,0,2.0176000667146314,0.0
798,0.7428194950043535,0,2.0079342660958517,0.0
799,0.7398869571565194,0,1.998319393835556,0.0
800,0.7369861766325171,0,1.9887553073167952,0.0
801,0.7341167529688244,0,1.9792418619235947,0.0
802,0.731278290818695,0,1.9697789110955388,0.0
803,0.7284703998867128,0,1.9603663063814343,0.0
804,0.7256926948641829,0,1.9510038974920747,0.0
805,0.7229447953653492,0,1.9416915323521027,0.0
806,0.7202263258644274,0,1.9324290571510032,0.0
807,0.7175369156334441,0,1.9232163163932252,0.0
808,0.7148761986808712,0,1.914053152947451,0.0
809,0.7122438136910438,0,1.904939408095025,0.0
810,0.7096394039643551,0,1.8958749215775548,0.0
811,0.7070626173582149,0,1.8868595316436947,0.0
812,0.7045131062287633,0,1.8778930750951248,0.0
813,0.7019905273733309,0,1.8689753873317403,0.0
814,0.6994945419736347,0,1.8601063023960562,0.0
815,0.6970248155396995,0,1.8512856530168456,0.0
816,0.6945810178544986,0,1.8425132706520193,0.0
817,0.6921628229193002,0,1.8337889855307579,0.0
818,0.6897699088997161,0,1.8251126266949107,0.0
819,0.6874019580724375,0,1.8164840220396672,0.0
820,0.6850586567726531,0,1.807902998353516,0.0
821,0.6827396953421407,0,1.7993693813575011,0.0
